id,field_of_study,name,duration,url,language,mode,deadline,schedule,tution_amount,tution_currency,university_id
16669,HUMANITIES,Master Of Education Library Media,24.0,,English,ONLINE,,FULLTIME,14157.0,USD,2244
16670,HUMANITIES,Master Of Education Library Media,24.0,,English,ONLINE,,PARTTIME,14157.0,USD,2244
16671,HUMANITIES,Master In Japanese Literature,,,Japanese,CAMPUS,,,,,2373
16672,HUMANITIES,Master In History,72.0,,English,ONLINE,,FULLTIME,8640.0,GBP,2505
16673,HUMANITIES,Master In History,72.0,,English,ONLINE,,PARTTIME,8640.0,GBP,2505
16674,HUMANITIES,Master Of Ministry Mmin,,,,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,,,2298
16675,HUMANITIES,Master Of Ministry Mmin,,,,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,,,2298
16676,HUMANITIES,Master Of Ministry Mmin,,,,CAMPUS,,FULLTIME,,,2298
16677,HUMANITIES,Master Of Ministry Mmin,,,,CAMPUS,,PARTTIME,,,2298
16678,HUMANITIES,Master Of Ministry Mmin,,,,ONLINE,,FULLTIME,,,2298
16679,HUMANITIES,Master Of Ministry Mmin,,,,ONLINE,,PARTTIME,,,2298
16680,HUMANITIES,Ma In English With Creative Writing,36.0,,English (UK),CAMPUS,,FULLTIME,36800.0,MYR,392
16681,HUMANITIES,Ma In English With Creative Writing,36.0,,English (UK),CAMPUS,,PARTTIME,36800.0,MYR,392
16682,HUMANITIES,Master Of Science In Computer Communication And Information Sciences Communications Engineering,24.0,,English,CAMPUS,,FULLTIME,15000.0,EUR,538
16683,HUMANITIES,Master Of Science In Computer Communication And Information Sciences Communications Engineering,24.0,,Finnish,CAMPUS,,FULLTIME,15000.0,EUR,538
16684,HUMANITIES,Master Of Science In Computer Communication And Information Sciences Communications Engineering,24.0,,Swedish,CAMPUS,,FULLTIME,15000.0,EUR,538
16685,HUMANITIES,Master Of Arts In Practical Theology With A Specialization In Health Care Mission,84.0,,English,CAMPUS,,FULLTIME,,,2301
16686,HUMANITIES,Master Of Arts In Practical Theology With A Specialization In Health Care Mission,84.0,,English,CAMPUS,,PARTTIME,,,2301
16687,HUMANITIES,Master Of Marriage And Family Therapy,0.0,,English,CAMPUS,,FULLTIME,,,3197
16688,HUMANITIES,Master Of Humanities English Concentration,,,,ONLINE,,PARTTIME,17500.0,USD,976
16689,HUMANITIES,Master In Historical Culture And Medieval Worlds,24.0,,French,,,FULLTIME,,,3287
16690,HUMANITIES,Master Of Arts In Leadership Ministry,0.0,,English,CAMPUS,,FULLTIME,,,2324
16691,HUMANITIES,Master In Russian Studies,24.0,,English,CAMPUS,,FULLTIME,13000.0,EUR,763
16692,HUMANITIES,Ma In Gaelic Literature,24.0,https://www.ucc.ie/en/modern-irish/,English,ONLINE,,FULLTIME,7300.0,EUR,300
16693,HUMANITIES,Ma In Gaelic Literature,24.0,https://www.ucc.ie/en/modern-irish/,English,ONLINE,,PARTTIME,7300.0,EUR,300
16694,HUMANITIES,Ma Japanese Studies And Intensive Language,48.0,,English,CAMPUS,,FULLTIME,11520.0,GBP,731
16695,HUMANITIES,Ma Japanese Studies And Intensive Language,48.0,,English,CAMPUS,,PARTTIME,11520.0,GBP,731
16696,HUMANITIES,Master Of Philosophy Research,24.0,,English,CAMPUS,,FULLTIME,962.0,EUR,1276
16697,HUMANITIES,Ma In Linguistics,24.0,,Russian,CAMPUS,,FULLTIME,,,1264
16698,HUMANITIES,Ma In Linguistics,24.0,,Russian,CAMPUS,,PARTTIME,,,1264
16699,HUMANITIES,Ma In Writing Editing And Mediating,,,English,CAMPUS,,FULLTIME,2168.0,EUR,15
16700,HUMANITIES,Med In English As A Second Language Curriculum And Instruction,,,English,CAMPUS,,,,,3502
16701,HUMANITIES,Ma In Theology,24.0,,English,CAMPUS,,FULLTIME,7832.0,CAD,3493
16702,HUMANITIES,Ma In Theology,24.0,,French,CAMPUS,,FULLTIME,7832.0,CAD,3493
16703,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Spanish,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,854.0,EUR,28
16704,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Spanish,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,854.0,EUR,28
16705,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Spanish,CAMPUS,,FULLTIME,854.0,EUR,28
16706,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Spanish,CAMPUS,,PARTTIME,854.0,EUR,28
16707,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Spanish,ONLINE,,FULLTIME,854.0,EUR,28
16708,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Spanish,ONLINE,,PARTTIME,854.0,EUR,28
16709,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Gallegan,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,854.0,EUR,28
16710,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Gallegan,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,854.0,EUR,28
16711,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Gallegan,CAMPUS,,FULLTIME,854.0,EUR,28
16712,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Gallegan,CAMPUS,,PARTTIME,854.0,EUR,28
16713,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Gallegan,ONLINE,,FULLTIME,854.0,EUR,28
16714,HUMANITIES,Masters Degree In Modern History Monarchy Of Spain Thth Centuries,24.0,,Gallegan,ONLINE,,PARTTIME,854.0,EUR,28
16715,HUMANITIES,Ma In Field Archaeology On Land And Under The Sea,12.0,,English,CAMPUS,,FULLTIME,5125.0,EUR,2200
16716,HUMANITIES,Ma In The Black Sea And Eastern Mediterranean Studies,12.0,,English,CAMPUS,,FULLTIME,2500.0,EUR,1573
16717,HUMANITIES,Ma In The Black Sea And Eastern Mediterranean Studies,12.0,,English,CAMPUS,,PARTTIME,2500.0,EUR,1573
16718,HUMANITIES,Master Of Georgian Literature History,24.0,,Georgian,CAMPUS,,FULLTIME,,,68
16719,HUMANITIES,Ma In Creative Writing,24.0,,English,CAMPUS,,FULLTIME,15200.0,GBP,1000
16720,HUMANITIES,Ma In Creative Writing,24.0,,English,CAMPUS,,PARTTIME,15200.0,GBP,1000
16721,HUMANITIES,Master In Philosophy Politics And Economics,16.0,https://www.uni-wh.de/chat/?unibuddy=inbox%2Fchatwith%2F601193f16db8db0bb22c63df&,English,CAMPUS,,FULLTIME,5610.0,EUR,3503
16722,HUMANITIES,Master In Eastern European And Russian Studies,12.0,,English,CAMPUS,,FULLTIME,3989.0,EUR,1174
16723,HUMANITIES,Master Of Fine Arts In Creative Writing,,,English,,,,,,982
16724,HUMANITIES,Mfa In Literary Translation,,,English,CAMPUS,,FULLTIME,29280.0,USD,827
16725,HUMANITIES,Mfa In Literary Translation,,,English,CAMPUS,,PARTTIME,29280.0,USD,827
16726,HUMANITIES,Mfa In Literary Translation,,,Arabic,CAMPUS,,FULLTIME,29280.0,USD,827
16727,HUMANITIES,Mfa In Literary Translation,,,Arabic,CAMPUS,,PARTTIME,29280.0,USD,827
16728,HUMANITIES,Mfa In Literary Translation,,,German,CAMPUS,,FULLTIME,29280.0,USD,827
16729,HUMANITIES,Mfa In Literary Translation,,,German,CAMPUS,,PARTTIME,29280.0,USD,827
16730,HUMANITIES,Mfa In Literary Translation,,,Greek,CAMPUS,,FULLTIME,29280.0,USD,827
16731,HUMANITIES,Mfa In Literary Translation,,,Greek,CAMPUS,,PARTTIME,29280.0,USD,827
16732,HUMANITIES,Mfa In Literary Translation,,,Japanese,CAMPUS,,FULLTIME,29280.0,USD,827
16733,HUMANITIES,Mfa In Literary Translation,,,Japanese,CAMPUS,,PARTTIME,29280.0,USD,827
16734,HUMANITIES,Mfa In Literary Translation,,,Latin,CAMPUS,,FULLTIME,29280.0,USD,827
16735,HUMANITIES,Mfa In Literary Translation,,,Latin,CAMPUS,,PARTTIME,29280.0,USD,827
16736,HUMANITIES,Mfa In Literary Translation,,,Persian,CAMPUS,,FULLTIME,29280.0,USD,827
16737,HUMANITIES,Mfa In Literary Translation,,,Persian,CAMPUS,,PARTTIME,29280.0,USD,827
16738,HUMANITIES,Mfa In Literary Translation,,,Spanish,CAMPUS,,FULLTIME,29280.0,USD,827
16739,HUMANITIES,Mfa In Literary Translation,,,Spanish,CAMPUS,,PARTTIME,29280.0,USD,827
16740,HUMANITIES,Master Of Arts In Foreign Languages And Literature,,,,,,,,,1753
16741,HUMANITIES,Master In English Philology,24.0,,English,CAMPUS,,FULLTIME,,,3434
16742,HUMANITIES,Master Philosophy In Methodological Cognitive And Humanitarian Space,24.0,,Russian,CAMPUS,,FULLTIME,,,1465
16743,HUMANITIES,Master Of Fine Arts In Creative Writing,,,English,CAMPUS,,FULLTIME,10000.0,EUR,982
16744,HUMANITIES,Master In Practical Shin Buddhist Studies,,,Japanese,CAMPUS,,,,,3504
16745,HUMANITIES,Msc In Classics,,,English,CAMPUS,,FULLTIME,10700.0,GBP,853
16746,HUMANITIES,Msc In Classics,,,English,CAMPUS,,PARTTIME,10700.0,GBP,853
16747,HUMANITIES,Master Of Arts In Christian Ministry,,,English,CAMPUS,,,,,3447
16748,HUMANITIES,Master Of Arts In Pentecostal Charismatic Studies,,,English,CAMPUS,,FULLTIME,,,3117
16749,HUMANITIES,Master In English Language And Literature,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,2500.0,EUR,1326
16750,HUMANITIES,Master In English Language And Literature,24.0,,English,CAMPUS,,FULLTIME,2500.0,EUR,1326
16751,HUMANITIES,Master In English Language And Literature,24.0,,English,ONLINE,,FULLTIME,2500.0,EUR,1326
16752,HUMANITIES,Ma In International Development,,,English,,,,,,1354
16753,HUMANITIES,Master Of Arts In Theological Studies,24.0,,English,CAMPUS,,FULLTIME,575.0,USD,3432
16754,HUMANITIES,Master Of Divinity,,,English,CAMPUS,,,,,2301
16755,HUMANITIES,Ma In Classics Ancient Civilizations,,,English,CAMPUS,,FULLTIME,2168.0,EUR,15
16756,HUMANITIES,Ma In Classics Ancient Civilizations,,,English,CAMPUS,,PARTTIME,2168.0,EUR,15
16757,HUMANITIES,Master In Learning And Communication In Multilingual And Multicultural Contexts,24.0,,English,CAMPUS,,FULLTIME,200.0,EUR,768
16758,HUMANITIES,Master In Learning And Communication In Multilingual And Multicultural Contexts,24.0,,English,CAMPUS,,PARTTIME,200.0,EUR,768
16759,HUMANITIES,Master In Learning And Communication In Multilingual And Multicultural Contexts,24.0,,German,CAMPUS,,FULLTIME,200.0,EUR,768
16760,HUMANITIES,Master In Learning And Communication In Multilingual And Multicultural Contexts,24.0,,German,CAMPUS,,PARTTIME,200.0,EUR,768
16761,HUMANITIES,Master In Learning And Communication In Multilingual And Multicultural Contexts,24.0,,French,CAMPUS,,FULLTIME,200.0,EUR,768
16762,HUMANITIES,Master In Learning And Communication In Multilingual And Multicultural Contexts,24.0,,French,CAMPUS,,PARTTIME,200.0,EUR,768
16763,HUMANITIES,Master In Documentation And Archival Science,24.0,,Russian,CAMPUS,,FULLTIME,,,485
16764,HUMANITIES,Master In Documentation And Archival Science,24.0,,Russian,CAMPUS,,PARTTIME,,,485
16765,HUMANITIES,Ms In Computer And Information Sciences,36.0,,English,CAMPUS,,FULLTIME,6888.0,USD,2874
16766,HUMANITIES,Ma Writing For Children,24.0,,,CAMPUS,,FULLTIME,10900.0,GBP,642
16767,HUMANITIES,Ma Writing For Children,24.0,,,CAMPUS,,PARTTIME,10900.0,GBP,642
16768,HUMANITIES,Ma Interpreting Studies,,,English,CAMPUS,,,,,982
16769,HUMANITIES,Master Of Science In Library And Information Science Archival Studies,24.0,,English,ONLINE,,PARTTIME,,,3470
16770,HUMANITIES,Mlitt In The Gothic Imagination,27.0,,English,CAMPUS,,FULLTIME,6600.0,GBP,77
16771,HUMANITIES,Mlitt In The Gothic Imagination,27.0,,English,CAMPUS,,PARTTIME,6600.0,GBP,77
16772,HUMANITIES,Mfa In Creative Writing,,,English,,,,,,1000
16773,HUMANITIES,Master In Philosophy,24.0,,English,CAMPUS,,FULLTIME,2168.0,EUR,NULL
16774,HUMANITIES,Masters In History,24.0,,English,CAMPUS,,FULLTIME,,,2505
16775,HUMANITIES,Writing Popular Fiction Mfa,,,English,CAMPUS,,,,,2243
16776,HUMANITIES,Ma In History,8.0,,English,CAMPUS,,FULLTIME,1500.0,USD,51
16777,HUMANITIES,Master Of Arts In Philosophy,24.0,https://apply.unito.it,English,CAMPUS,,FULLTIME,2800.0,EUR,1948
16778,HUMANITIES,Master Of Arts In Ministry Leadership,22.0,,English,CAMPUS,,FULLTIME,499.0,USD,2418
16779,HUMANITIES,Master Of Arts In Ministry Leadership,22.0,,English,CAMPUS,,PARTTIME,499.0,USD,2418
16780,HUMANITIES,Master Of Arts In Ministry Leadership,22.0,,English,ONLINE,,FULLTIME,499.0,USD,2418
16781,HUMANITIES,Master Of Arts In Ministry Leadership,22.0,,English,ONLINE,,PARTTIME,499.0,USD,2418
16782,HUMANITIES,Online Master Of Transformative Ministry,,,English,ONLINE,,,,,2596
16783,HUMANITIES,Master Of Social Work Msw Faith Based Track,24.0,,English,ONLINE,,FULLTIME,,,45
16784,HUMANITIES,Master Of Social Work Msw Faith Based Track,24.0,,English,ONLINE,,PARTTIME,,,45
16785,HUMANITIES,Master Of Philosophy,,,English,CAMPUS,,,,,3579
16786,HUMANITIES,Ma In Creative Writing,24.0,,English,CAMPUS,,FULLTIME,14670.0,GBP,1000
16787,HUMANITIES,Ma In Creative Writing,24.0,,English,CAMPUS,,PARTTIME,14670.0,GBP,1000
16788,HUMANITIES,Ma In Applied Ethics For Professionals,24.0,,English,CAMPUS,,PARTTIME,,,667
16789,HUMANITIES,Master Of Arts In Buddhist Studies Ma,,,English,CAMPUS,,FULLTIME,,,3511
16790,HUMANITIES,Master Of Arts In Buddhist Studies Ma,,,English,CAMPUS,,PARTTIME,,,3511
16791,HUMANITIES,Mres Pastoral Theology,24.0,,,CAMPUS,,FULLTIME,4500.0,GBP,3377
16792,HUMANITIES,Mscr In Classics,24.0,,English,CAMPUS,,FULLTIME,8300.0,GBP,853
16793,HUMANITIES,Mscr In Classics,24.0,,English,CAMPUS,,PARTTIME,8300.0,GBP,853
16794,HUMANITIES,Master In Archeology And Cultures Of The Ancient World Applied Critical Archaeology And Heritage,24.0,https://www.unibo.it/en/university/covid-19-The-measures-adopted-by-the-University-of-Bologna/covid-misure-universita-di-bologna/?utm_source=Keystone&utm_campaign=Keystone&utm_medium=KeystoneListing,English,CAMPUS,,FULLTIME,,,380
16795,HUMANITIES,Master In Human Environmental Studies,,,Japanese,CAMPUS,,,,,3331
16796,HUMANITIES,Master In English Language And Literature Withwithout Thesis,24.0,,English,CAMPUS,,FULLTIME,,,2893
16797,HUMANITIES,Master Of Theological Studies,,,,CAMPUS,,,,,2598
16798,HUMANITIES,Master Of Archaeology,,,Croatian,CAMPUS,,,,,2321
16799,HUMANITIES,Master In The Book History And Techniques Of Analysis,,,English,CAMPUS,,FULLTIME,9900.0,GBP,404
16800,HUMANITIES,University Masters Degree In Advanced Studies In Philosophy,8.0,https://www.ucm.es/estudios/master-estudiosavanzadosenfilosofia,Spanish,CAMPUS,,FULLTIME,45.0,EUR,338
16801,HUMANITIES,University Masters Degree In Advanced Studies In Philosophy,8.0,https://www.ucm.es/estudios/master-estudiosavanzadosenfilosofia,Spanish,CAMPUS,,PARTTIME,45.0,EUR,338
16802,HUMANITIES,Ma In Sports Ethics And Integrity,24.0,,English,CAMPUS,,FULLTIME,9000.0,EUR,2448
16803,HUMANITIES,Ma In Theology,24.0,,English,CAMPUS,,FULLTIME,6500.0,EUR,3493
16804,HUMANITIES,Ma In Theology,24.0,,English,CAMPUS,,PARTTIME,6500.0,EUR,3493
16805,HUMANITIES,Masters In Buddhist Studies Philosophy And Comparative Religions,24.0,,English,CAMPUS,,FULLTIME,2066.0,USD,555
16806,HUMANITIES,Master In Leadership And Church Development,,,Norwegian,CAMPUS,,,,,3513
16807,HUMANITIES,Ms In Chaplaincy,,,English,CAMPUS,,,,,3178
16808,HUMANITIES,Ma In English Studies,16.0,,English,CAMPUS,,FULLTIME,1200.0,EUR,452
16809,HUMANITIES,Masters Degree In Social And Humanistic Research,24.0,,Spanish,CAMPUS,,FULLTIME,,,213
16810,HUMANITIES,Masters Degree In Social And Humanistic Research,24.0,,Spanish,CAMPUS,,PARTTIME,,,213
16811,HUMANITIES,Master In Religion Society And Global Issues Mphil,0.0,,,CAMPUS,,FULLTIME,,,3403
16812,HUMANITIES,Mlitt Philosophy,12.0,,English,CAMPUS,,FULLTIME,9450.0,GBP,77
16813,HUMANITIES,Interuniversity Master In Contemporary History Joint With Uv Uam Uab Usc Unizar Unican Upv And Uimp,8.0,https://www.ucm.es/master-historia-contemporanea/,Spanish,CAMPUS,,FULLTIME,39.0,EUR,338
16814,HUMANITIES,Interuniversity Master In Contemporary History Joint With Uv Uam Uab Usc Unizar Unican Upv And Uimp,8.0,https://www.ucm.es/master-historia-contemporanea/,Spanish,CAMPUS,,PARTTIME,39.0,EUR,338
16815,HUMANITIES,Postgraduate Programmes In International Studies,20.0,,English,CAMPUS,,FULLTIME,,,3515
16816,HUMANITIES,Mth Master Of Theology,48.0,,,CAMPUS,,FULLTIME,4500.0,GBP,3377
16817,HUMANITIES,Mth Master Of Theology,48.0,,,CAMPUS,,PARTTIME,4500.0,GBP,3377
16818,HUMANITIES,Master In Philosophy,,,Portuguese (Brazil),CAMPUS,,,,,NULL
16819,HUMANITIES,Master Of Arts In History,,,English,,,,,,876
16820,HUMANITIES,Master Of Arts In Theology,,,English,CAMPUS,,,,,3593
16821,HUMANITIES,Master In Ancient Medieval And Renaissance Studies,24.0,,English,CAMPUS,,FULLTIME,2168.0,EUR,109
16822,HUMANITIES,Faith Administration,,,English,,,,,,521
16823,HUMANITIES,Ma In Classics Ancient Civilizations Classical Studies,,,English,CAMPUS,,FULLTIME,2168.0,EUR,15
16824,HUMANITIES,Ma In Classics Ancient Civilizations Classical Studies,,,English,CAMPUS,,PARTTIME,2168.0,EUR,15
16825,HUMANITIES,Master Of Arts In Global Maritime Archaeology,,,English,CAMPUS,,FULLTIME,9500.0,EUR,886
16826,HUMANITIES,Research Degrees Mphilphd In Religions And Philosophies,48.0,,English,CAMPUS,,FULLTIME,4486.0,GBP,731
16827,HUMANITIES,Research Degrees Mphilphd In Religions And Philosophies,48.0,,English,CAMPUS,,PARTTIME,4486.0,GBP,731
16828,HUMANITIES,Master Of Divinity Mdiv,,,English,,,,,,3548
16829,HUMANITIES,Ma Psychology Of Religion,24.0,,,CAMPUS,,FULLTIME,4500.0,GBP,3377
16830,HUMANITIES,Ma Psychology Of Religion,24.0,,,CAMPUS,,PARTTIME,4500.0,GBP,3377
16831,HUMANITIES,Master In Advanced European And International Studies Trilingual Studies Nicecanterburyberlin,,,English,CAMPUS,,FULLTIME,8900.0,EUR,1613
16832,HUMANITIES,Master In Advanced European And International Studies Trilingual Studies Nicecanterburyberlin,,,German,CAMPUS,,FULLTIME,8900.0,EUR,1613
16833,HUMANITIES,Master In Advanced European And International Studies Trilingual Studies Nicecanterburyberlin,,,French,CAMPUS,,FULLTIME,8900.0,EUR,1613
16834,HUMANITIES,English Literature Modern And Contemporary Fictions Ma,24.0,https://www.westminster.ac.uk/english-literature-modern-and-contemporary-fictions-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b_las_hum_engl_english_literature_modern_and_contemporary_fictions_ma,English,CAMPUS,,FULLTIME,13500.0,GBP,128
16835,HUMANITIES,English Literature Modern And Contemporary Fictions Ma,24.0,https://www.westminster.ac.uk/english-literature-modern-and-contemporary-fictions-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b_las_hum_engl_english_literature_modern_and_contemporary_fictions_ma,English,CAMPUS,,PARTTIME,13500.0,GBP,128
16836,HUMANITIES,Msc Psychology Of Language,24.0,,English,CAMPUS,,FULLTIME,22600.0,GBP,3247
16837,HUMANITIES,Msc Psychology Of Language,24.0,,English,CAMPUS,,PARTTIME,22600.0,GBP,3247
16838,HUMANITIES,Master Of Arts Degree In Childrens Literature,,,English,CAMPUS,,,,,3213
16839,HUMANITIES,Master In Ancient And Medieval Philosophy And Classical Philology,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,,,3462
16840,HUMANITIES,Master In Ancient And Medieval Philosophy And Classical Philology,24.0,,English,CAMPUS,,FULLTIME,,,3462
16841,HUMANITIES,Master In Ancient And Medieval Philosophy And Classical Philology,24.0,,English,ONLINE,,FULLTIME,,,3462
16842,HUMANITIES,Masters Degree In Literature Culture And Diversity,,,Spanish,CAMPUS,,PARTTIME,1034.0,EUR,326
16843,HUMANITIES,Master Of Arts In Theological Studies,84.0,http://www.cnrs.ubc.ca/,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,281.0,CAD,3432
16844,HUMANITIES,Master Of Arts In Theological Studies,84.0,http://www.cnrs.ubc.ca/,English,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,281.0,CAD,3432
16845,HUMANITIES,Master Of Arts In Theological Studies,84.0,http://www.cnrs.ubc.ca/,English,CAMPUS,,FULLTIME,281.0,CAD,3432
16846,HUMANITIES,Master Of Arts In Theological Studies,84.0,http://www.cnrs.ubc.ca/,English,CAMPUS,,PARTTIME,281.0,CAD,3432
16847,HUMANITIES,Master Of Arts In Theological Studies,84.0,http://www.cnrs.ubc.ca/,English,ONLINE,,FULLTIME,281.0,CAD,3432
16848,HUMANITIES,Master Of Arts In Theological Studies,84.0,http://www.cnrs.ubc.ca/,English,ONLINE,,PARTTIME,281.0,CAD,3432
16849,HUMANITIES,Master Of English Language Education,,,English,,,,,,2413
16850,HUMANITIES,Master Of English Language Education,,,Indonesian,,,,,,2413
16851,HUMANITIES,Master In Philosophy,,,Italian,CAMPUS,,,,,NULL
16852,HUMANITIES,Master In Social Sciences And Educational Sciences,16.0,,English,CAMPUS,,FULLTIME,200.0,EUR,768
16853,HUMANITIES,Msc In Archaeology,24.0,,English,CAMPUS,,FULLTIME,10700.0,GBP,461
16854,HUMANITIES,Msc In Archaeology,24.0,,English,CAMPUS,,PARTTIME,10700.0,GBP,461
16855,HUMANITIES,Master In Christian Studies,,,Japanese,CAMPUS,,,,,3516
16856,HUMANITIES,Msc In Ancient History,24.0,,English,CAMPUS,,FULLTIME,10700.0,GBP,853
16857,HUMANITIES,Msc In Ancient History,24.0,,English,CAMPUS,,PARTTIME,10700.0,GBP,853
16858,HUMANITIES,Master Of Arts In Theology,,,English,CAMPUS,,,,,3593
16859,HUMANITIES,Master In Indoamerican Linguistics,,,Spanish (Mexican),CAMPUS,,,,,3517
16860,HUMANITIES,Ma Tesol,,,English,CAMPUS,,FULLTIME,6000.0,GBP,1178
16861,HUMANITIES,Ma Tesol,,,English,CAMPUS,,PARTTIME,6000.0,GBP,1178
16862,HUMANITIES,Ma In Literary Studies,,,English,CAMPUS,,FULLTIME,2168.0,EUR,1874
16863,HUMANITIES,Ma Abrahamic Religions,24.0,,,CAMPUS,,FULLTIME,4500.0,GBP,3377
16864,HUMANITIES,Ma Abrahamic Religions,24.0,,,CAMPUS,,PARTTIME,4500.0,GBP,3377
16865,HUMANITIES,Masters Degree In Biolaw Law Ethics And Science,,,Spanish,CAMPUS,,FULLTIME,2280.0,EUR,863
16866,HUMANITIES,Ma In English,48.0,,English,CAMPUS,,FULLTIME,13602.0,USD,2042
16867,HUMANITIES,Ma In English,48.0,,English,CAMPUS,,PARTTIME,13602.0,USD,2042
16868,HUMANITIES,Master In Modern History,,,English,CAMPUS,,FULLTIME,9900.0,GBP,404
16869,HUMANITIES,Masters Degree In Medicalhealth Translation,,,Spanish,ONLINE,,FULLTIME,46.0,EUR,1080
16870,HUMANITIES,Masters Degree In Medicalhealth Translation,,,Spanish,ONLINE,,PARTTIME,46.0,EUR,1080
16871,HUMANITIES,Ma Linguistics,,,English,CAMPUS,,FULLTIME,2209.0,EUR,1264
16872,HUMANITIES,Ma Linguistics,,,English,CAMPUS,,PARTTIME,2209.0,EUR,1264
16873,HUMANITIES,Master Of Philosophy In Religion And Diversity Conflict And Coexistence,,,English,CAMPUS,,,,,3406
16874,HUMANITIES,Conducting Choir Direction,,,German,,,,,,2423
16875,HUMANITIES,Master Of Divinity,,,English,CAMPUS,,,,,2301
16876,HUMANITIES,Master In Technical Translation And Interpreting,,,Italian,CAMPUS,,,,,74
16877,HUMANITIES,Ma In Semiotics,24.0,,English,CAMPUS,,FULLTIME,2200.0,EUR,NULL
16878,HUMANITIES,Mm In Music Performance Interpretation And Composition Diploma Of Excellence,24.0,,English,CAMPUS,,FULLTIME,,,33
16879,HUMANITIES,Master Of Philosophy,24.0,,English,ONLINE,,FULLTIME,,,3579
16880,HUMANITIES,Master Of Philosophy,24.0,,English,ONLINE,,PARTTIME,,,3579
16881,HUMANITIES,Ma Postcolonial Studies,36.0,,English,CAMPUS,,FULLTIME,10680.0,GBP,731
16882,HUMANITIES,Ma Postcolonial Studies,36.0,,English,CAMPUS,,PARTTIME,10680.0,GBP,731
16883,HUMANITIES,Master In Interpretation,,,French,CAMPUS,,,,,NULL
16884,HUMANITIES,Ma In Biblical Studies Research,24.0,,English,CAMPUS,,FULLTIME,3500.0,USD,158
16885,HUMANITIES,Ma In Biblical Studies Research,24.0,,English,CAMPUS,,PARTTIME,3500.0,USD,158
16886,HUMANITIES,Ma In Literary Studies,24.0,,English,CAMPUS,,FULLTIME,8370.0,GBP,1874
16887,HUMANITIES,Ma In Literary Studies,24.0,,English,CAMPUS,,PARTTIME,8370.0,GBP,1874
16888,HUMANITIES,Master In Translation,,,French,CAMPUS,,,,,566
16889,HUMANITIES,Masters In Leadership Ministry,12.0,,,CAMPUS,,FULLTIME,,,3520
16890,HUMANITIES,Master In English Studies,24.0,,English,CAMPUS,,FULLTIME,13000.0,EUR,452
16891,HUMANITIES,Master In English Studies,24.0,,Finnish,CAMPUS,,FULLTIME,13000.0,EUR,452
16892,HUMANITIES,Master In English Studies,24.0,,Swedish,CAMPUS,,FULLTIME,13000.0,EUR,452
16893,HUMANITIES,Ma In English Language And Literature,36.0,,English (UK),CAMPUS,,FULLTIME,36800.0,MYR,234
16894,HUMANITIES,Ma In English Language And Literature,36.0,,English (UK),CAMPUS,,PARTTIME,36800.0,MYR,234
16895,HUMANITIES,Ma In Language Studies,24.0,,English,CAMPUS,,FULLTIME,99900.0,HKD,3480
16896,HUMANITIES,Ma In Language Studies,24.0,,English,CAMPUS,,PARTTIME,99900.0,HKD,3480
16897,HUMANITIES,Master Of Arts In Ministry,,,English,,,,,,1863
16898,HUMANITIES,Master In Environment Humans And Welfare,,,Japanese,CAMPUS,,,,,534
16899,HUMANITIES,Master In History With A Specialisation In Applied History,,,English,CAMPUS,,FULLTIME,2209.0,EUR,881
16900,HUMANITIES,Master In Comparative Literature,,,English,CAMPUS,,FULLTIME,9900.0,GBP,404
16901,HUMANITIES,Ms In Technical Communication,,,English,CAMPUS,,,,,3022
16902,HUMANITIES,Ma In Philosophy Research,24.0,,English,CAMPUS,,FULLTIME,2209.0,EUR,1264
16903,HUMANITIES,Master Of Arts In Theology,,,English,CAMPUS,,,,,3593
