id,field_of_study,name,duration,url,language,mode,deadline,schedule,tution_amount,tution_currency,university_id
16904,HUMANITIES,Ma In Translation Studies,24.0,https://ec.europa.eu/info/resources-partners/european-masters-translation-emt_en,English,CAMPUS,,FULLTIME,16400.0,EUR,300
16905,HUMANITIES,Ma In Translation Studies,24.0,https://ec.europa.eu/info/resources-partners/european-masters-translation-emt_en,English,CAMPUS,,PARTTIME,16400.0,EUR,300
16906,HUMANITIES,Master In International Migration And Ethnic Relations,24.0,,English,CAMPUS,,FULLTIME,80000.0,SEK,NULL
16907,HUMANITIES,Ma Classics And Ancient Civilisations Research,24.0,,English,CAMPUS,,FULLTIME,2209.0,EUR,223
16908,HUMANITIES,Master Of Arts In Theological Studies,,,,,,,,,3432
16909,HUMANITIES,Ma Religious Studies,,,English,CAMPUS,,FULLTIME,2209.0,EUR,3104
16910,HUMANITIES,Ma Religious Studies,,,English,CAMPUS,,PARTTIME,2209.0,EUR,3104
16911,HUMANITIES,Ma In Creative And Critical Writing,24.0,,English,CAMPUS,,FULLTIME,8235.0,GBP,642
16912,HUMANITIES,Ma In Creative And Critical Writing,24.0,,English,CAMPUS,,PARTTIME,8235.0,GBP,642
16913,HUMANITIES,Translation Department Master Class,,,Chinese,CAMPUS,,,,,3524
16914,HUMANITIES,Master In Translation And Interpretation Technical Communication And Content Strategy Course,24.0,,French,CAMPUS,,FULLTIME,,,1583
16915,HUMANITIES,Master In Middle Eastern History,,,English,CAMPUS,,FULLTIME,9900.0,GBP,404
16916,HUMANITIES,Msc Linguistics,24.0,,English,CAMPUS,,FULLTIME,22600.0,GBP,3247
16917,HUMANITIES,Msc Linguistics,24.0,,English,CAMPUS,,PARTTIME,22600.0,GBP,3247
16918,HUMANITIES,Master Of Ministry,,,English,,,,,,1011
16919,HUMANITIES,Master Of Arts In Teaching Writing,60.0,,English,ONLINE,,PARTTIME,,,53
16920,HUMANITIES,Master In Protection,,,Spanish (Mexican),CAMPUS,,,,,683
16921,HUMANITIES,Master In Nautical And Underwater Archeology,,,Spanish,CAMPUS,,FULLTIME,13.0,EUR,1604
16922,HUMANITIES,Master In History And Archaeology Of The Highlands And Islands,72.0,,English,CAMPUS,,FULLTIME,8640.0,GBP,201
16923,HUMANITIES,Master In History And Archaeology Of The Highlands And Islands,72.0,,English,CAMPUS,,PARTTIME,8640.0,GBP,201
16924,HUMANITIES,Master Of Fine Arts Mfa In Creative Writing,,,English,CAMPUS,,,,,982
16925,HUMANITIES,Master Of Divinity Majoring In Theology Mdiv,,,Korean,CAMPUS,,,,,3266
16926,HUMANITIES,Philosophy,,,English,,,,,,3527
16927,HUMANITIES,Ma In Christian Theology,24.0,,,CAMPUS,,FULLTIME,4500.0,GBP,3399
16928,HUMANITIES,Ma In Christian Theology,24.0,,,CAMPUS,,PARTTIME,4500.0,GBP,3399
16929,HUMANITIES,Master In European Languages And Cultures,24.0,,English,CAMPUS,,FULLTIME,4000.0,,1012
16930,HUMANITIES,Masters Degree In Ethics And Democracy,,,Spanish,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,46.0,EUR,1080
16931,HUMANITIES,Masters Degree In Ethics And Democracy,,,Spanish,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,46.0,EUR,1080
16932,HUMANITIES,Masters Degree In Ethics And Democracy,,,Spanish,CAMPUS,,FULLTIME,46.0,EUR,1080
16933,HUMANITIES,Masters Degree In Ethics And Democracy,,,Spanish,CAMPUS,,PARTTIME,46.0,EUR,1080
16934,HUMANITIES,Masters Degree In Ethics And Democracy,,,Spanish,ONLINE,,FULLTIME,46.0,EUR,1080
16935,HUMANITIES,Masters Degree In Ethics And Democracy,,,Spanish,ONLINE,,PARTTIME,46.0,EUR,1080
16936,HUMANITIES,Ma English Literary Studies,24.0,,English,CAMPUS,,FULLTIME,,,254
16937,HUMANITIES,Ma English Literary Studies,24.0,,English,CAMPUS,,PARTTIME,,,254
16938,HUMANITIES,Master Of Arts In Theological Studies,22.0,,English,CAMPUS,,FULLTIME,499.0,USD,3432
16939,HUMANITIES,Master Of Arts In Theological Studies,22.0,,English,CAMPUS,,PARTTIME,499.0,USD,3432
16940,HUMANITIES,Master Of Arts In Theological Studies,22.0,,English,ONLINE,,FULLTIME,499.0,USD,3432
16941,HUMANITIES,Master Of Arts In Theological Studies,22.0,,English,ONLINE,,PARTTIME,499.0,USD,3432
16942,HUMANITIES,Ii Level Specialist Course In Art Direction And Copywriting,24.0,,Italian,CAMPUS,,FULLTIME,,,851
16943,HUMANITIES,Ii Level Specialist Course In Art Direction And Copywriting,24.0,,Italian,ONLINE,,FULLTIME,,,851
16944,HUMANITIES,European Master In Lexicography Emlex,24.0,,English,CAMPUS,,FULLTIME,18000.0,EUR,1314
16945,HUMANITIES,Master Of Quran Science And Interpretation,,,Indonesian,,,,,,2228
16946,HUMANITIES,Ma In Archaeology Research,24.0,https://www.rug.nl/masters/archaeology-research/,English,CAMPUS,,FULLTIME,2168.0,EUR,15
16947,HUMANITIES,Master Of Divinity In Islamic Studies,,,English,CAMPUS,,,,,3528
16948,HUMANITIES,Msc In History,24.0,,English,CAMPUS,,FULLTIME,10700.0,GBP,853
16949,HUMANITIES,Msc In History,24.0,,English,CAMPUS,,PARTTIME,10700.0,GBP,853
16950,HUMANITIES,Masters Degree In Research In Translation And Interpreting,,,Spanish,ONLINE,,FULLTIME,46.0,EUR,1080
16951,HUMANITIES,Masters Degree In Research In Translation And Interpreting,,,Spanish,ONLINE,,PARTTIME,46.0,EUR,1080
16952,HUMANITIES,Master In Literature And Culture,,,Spanish (Colombia),CAMPUS,,,,,3529
16953,HUMANITIES,Ma In European Mission And Intercultural Christianity,,,,CAMPUS,,FULLTIME,,,3444
16954,HUMANITIES,Ma In European Mission And Intercultural Christianity,,,,CAMPUS,,PARTTIME,,,3444
16955,HUMANITIES,Ma In European Mission And Intercultural Christianity,,,,ONLINE,,FULLTIME,,,3444
16956,HUMANITIES,Ma In European Mission And Intercultural Christianity,,,,ONLINE,,PARTTIME,,,3444
16957,HUMANITIES,Master Of Science In Information Sciences Technologies,24.0,,English,CAMPUS,,FULLTIME,47522.0,USD,34
16958,HUMANITIES,Master Of Science In Information Sciences Technologies,24.0,,English,ONLINE,,FULLTIME,47522.0,USD,34
16959,HUMANITIES,Master Of Arts Ma In Christian Counselling,,,English,ONLINE,,,,,3530
16960,HUMANITIES,University Masters Degree In Teaching Staff Of Compulsory Secondary Education And Baccalaureate Professional Training And Language Teaching Specialty In Languages And Literatures,24.0,,Spanish,CAMPUS,,FULLTIME,854.0,EUR,28
16961,HUMANITIES,University Masters Degree In Teaching Staff Of Compulsory Secondary Education And Baccalaureate Professional Training And Language Teaching Specialty In Languages And Literatures,24.0,,Spanish,CAMPUS,,PARTTIME,854.0,EUR,28
16962,HUMANITIES,University Masters Degree In Teaching Staff Of Compulsory Secondary Education And Baccalaureate Professional Training And Language Teaching Specialty In Languages And Literatures,24.0,,Gallegan,CAMPUS,,FULLTIME,854.0,EUR,28
16963,HUMANITIES,University Masters Degree In Teaching Staff Of Compulsory Secondary Education And Baccalaureate Professional Training And Language Teaching Specialty In Languages And Literatures,24.0,,Gallegan,CAMPUS,,PARTTIME,854.0,EUR,28
16964,HUMANITIES,Ma In History By Distance Learning,24.0,,English,ONLINE,,PARTTIME,4750.0,GBP,843
16965,HUMANITIES,Master Of Divinity Master Of Business Administration,,,,CAMPUS,,FULLTIME,,,1879
16966,HUMANITIES,Masters Program In English Communication,,,Japanese,CAMPUS,,,,,3372
16967,HUMANITIES,Master Of Arts In Museum Studies,60.0,,English,ONLINE,,PARTTIME,,,53
16968,HUMANITIES,Online Masters Degree In Apologetics,,,English,ONLINE,,,,,3473
16969,HUMANITIES,Master Of Leadership,,,English,CAMPUS,,,,,3531
16970,HUMANITIES,Master In Cultural History Of Modern Europe,24.0,,English,CAMPUS,,FULLTIME,2168.0,EUR,109
16971,HUMANITIES,Master In Cultural History Of Modern Europe,24.0,,English,CAMPUS,,PARTTIME,2168.0,EUR,109
16972,HUMANITIES,Master In Cultural History Of Modern Europe,24.0,,Dutch,CAMPUS,,FULLTIME,2168.0,EUR,109
16973,HUMANITIES,Master In Cultural History Of Modern Europe,24.0,,Dutch,CAMPUS,,PARTTIME,2168.0,EUR,109
16974,HUMANITIES,Msc In Voice Technology,,,English,CAMPUS,,FULLTIME,2168.0,EUR,1313
16975,HUMANITIES,Masters In Comparative European And Noneuropean Languages And Literatures,24.0,,English,CAMPUS,,FULLTIME,1000.0,EUR,1521
16976,HUMANITIES,Master Of Archaeology,16.0,,Georgian,CAMPUS,,FULLTIME,,,2321
16977,HUMANITIES,Master In Russian Language Literature And Culture For Foreigners,24.0,,Russian,CAMPUS,,FULLTIME,3000.0,USD,2054
16978,HUMANITIES,Master Of Arts In Consciousness And Transformative Studies In Nu,,,,,,,,,3153
16979,HUMANITIES,Research Master Master Of Advanced Studies In Theology And Religion Leuven,24.0,http://www.theologyresearchnews.com,English,CAMPUS,,FULLTIME,,,3532
16980,HUMANITIES,Master Of Divinity Degree Mdiv,48.0,,English,CAMPUS,,FULLTIME,,,3437
16981,HUMANITIES,Master Of Divinity Degree Mdiv,48.0,,English,CAMPUS,,PARTTIME,,,3437
16982,HUMANITIES,Master Of Theological Studies Mts,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,950.0,USD,2598
16983,HUMANITIES,Master Of Theological Studies Mts,24.0,,English,CAMPUS,,FULLTIME,950.0,USD,2598
16984,HUMANITIES,Master Of Theological Studies Mts,24.0,,English,ONLINE,,FULLTIME,950.0,USD,2598
16985,HUMANITIES,Master In History Of The Highlands And Islands,72.0,,English,ONLINE,,FULLTIME,8640.0,GBP,201
16986,HUMANITIES,Master In History Of The Highlands And Islands,72.0,,English,ONLINE,,PARTTIME,8640.0,GBP,201
16987,HUMANITIES,Master In English Studies Media Linguistics,24.0,,English,CAMPUS,,FULLTIME,4787.0,EUR,1174
16988,HUMANITIES,Master Of Theology Thm,,,English,,,,,,3475
16989,HUMANITIES,Master Of Theological Studies In Development Mtsd,24.0,,English,CAMPUS,,FULLTIME,26000.0,CAD,3391
16990,HUMANITIES,Master Of Theological Studies In Development Mtsd,24.0,,English,CAMPUS,,PARTTIME,26000.0,CAD,3391
16991,HUMANITIES,Ma In Applied Linguistics,,,English,CAMPUS,,FULLTIME,2168.0,EUR,756
16992,HUMANITIES,Ma In Linguistics,24.0,,English,CAMPUS,,FULLTIME,18000.0,ILS,1264
16993,HUMANITIES,Ma In Linguistics,24.0,,English,CAMPUS,,PARTTIME,18000.0,ILS,1264
16994,HUMANITIES,Ma Iranian Studies And Intensive Persian,48.0,,English,CAMPUS,,FULLTIME,11520.0,GBP,731
16995,HUMANITIES,Ma Iranian Studies And Intensive Persian,48.0,,English,CAMPUS,,PARTTIME,11520.0,GBP,731
16996,HUMANITIES,Masters Degree In Humanities,24.0,http://www.posgradoenhumanidades.uson.mx/,Spanish,CAMPUS,,FULLTIME,10478.0,MXN,447
16997,HUMANITIES,Mscin American History,,,English,CAMPUS,,FULLTIME,10700.0,GBP,853
16998,HUMANITIES,Mscin American History,,,English,CAMPUS,,PARTTIME,10700.0,GBP,853
16999,HUMANITIES,Ma In Philosophy Research Coursework,24.0,,English,CAMPUS,,FULLTIME,3500.0,USD,158
17000,HUMANITIES,Master In Environmental Humanities,,,English,,,,,,952
17001,HUMANITIES,Master Of Arts In Latin American And Hemispheric Studies,24.0,,English,CAMPUS,,FULLTIME,1890.0,USD,2076
17002,HUMANITIES,Master Of Theological Studies Program Mts,,,English (Canada),CAMPUS,,,,,3495
17003,HUMANITIES,Ma In Philosophy Politics Economic,,,English,CAMPUS,,,,,2074
17004,HUMANITIES,Msc In Human Osteoarchaeology,24.0,,English,CAMPUS,,FULLTIME,12300.0,GBP,853
17005,HUMANITIES,Ma In Ethics Corporate Responsibility,24.0,,English,CAMPUS,,PARTTIME,4300.0,EUR,2230
17006,HUMANITIES,Master In Linguistics,24.0,,English,CAMPUS,,FULLTIME,2168.0,EUR,1108
17007,HUMANITIES,Master Of Arts In Philosophy Cosmology And Consciousness,24.0,,English,CAMPUS,,FULLTIME,1206.0,USD,926
17008,HUMANITIES,Cultural Studies Management In The Field Of Culture And Art Master,30.0,,Russian,CAMPUS,,FULLTIME,,,890
17009,HUMANITIES,Master Of Arts In Transpersonal Psychology Oncampus,24.0,,English,CAMPUS,,FULLTIME,,,2141
17010,HUMANITIES,Master In English Studies Literature Linguistics Culture,24.0,,English,CAMPUS,,FULLTIME,4787.0,EUR,1174
17011,HUMANITIES,Master In English Literature,24.0,,English,CAMPUS,,FULLTIME,,,484
17012,HUMANITIES,Master In Empirical And Theoretical Linguistics Ethel,24.0,,English,CAMPUS,,FULLTIME,,,65
17013,HUMANITIES,Master Of Christian Studies Online,24.0,,English,ONLINE,,PARTTIME,350.0,USD,3533
17014,HUMANITIES,Master Of Arts In The Bible And The Ancient Near East,24.0,https://bit.ly/3CLUQyS,English,CAMPUS,,FULLTIME,5600.0,USD,245
17015,HUMANITIES,Master Of Philosophy,,,English,,,,,,3579
17016,HUMANITIES,Ma Philosophy Ec,24.0,,English,CAMPUS,,FULLTIME,2209.0,EUR,223
17017,HUMANITIES,Ma Philosophy Ec,24.0,,English,CAMPUS,,PARTTIME,2209.0,EUR,223
17018,HUMANITIES,Master In North American Studies,8.0,,English,CAMPUS,,FULLTIME,45.0,EUR,338
17019,HUMANITIES,Master In North American Studies,8.0,,English,CAMPUS,,PARTTIME,45.0,EUR,338
17020,HUMANITIES,Master Of Arts In Writing,24.0,,English,ONLINE,,FULLTIME,350.0,USD,2425
17021,HUMANITIES,Master Of Divinity,,,English,CAMPUS,,,,,2301
17022,HUMANITIES,Master Of Science In Information Science And Technology,,,Japanese,CAMPUS,,,,,34
17023,HUMANITIES,Master Of Arts In Teaching Foreign Language Education,11.0,,English,CAMPUS,,FULLTIME,947.0,USD,2335
17024,HUMANITIES,Master Of Theology Thm,60.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,408.0,CAD,3475
17025,HUMANITIES,Master Of Theology Thm,60.0,,English,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,408.0,CAD,3475
17026,HUMANITIES,Master Of Theology Thm,60.0,,English,CAMPUS,,FULLTIME,408.0,CAD,3475
17027,HUMANITIES,Master Of Theology Thm,60.0,,English,CAMPUS,,PARTTIME,408.0,CAD,3475
17028,HUMANITIES,Master Of Theology Thm,60.0,,English,ONLINE,,FULLTIME,408.0,CAD,3475
17029,HUMANITIES,Master Of Theology Thm,60.0,,English,ONLINE,,PARTTIME,408.0,CAD,3475
17030,HUMANITIES,Master In History Of The Mediterranean World And Its Regions From Prehistory To The Middle Ages,8.0,https://www.academiccourses.com/Intensive-Spanish-Program-More-Than-Just-Language/Spain/Universidad-de-Alicante-Centro-Superior-de-Idiomas/,Spanish,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,39.0,EUR,1516
17031,HUMANITIES,Master In History Of The Mediterranean World And Its Regions From Prehistory To The Middle Ages,8.0,https://www.academiccourses.com/Intensive-Spanish-Program-More-Than-Just-Language/Spain/Universidad-de-Alicante-Centro-Superior-de-Idiomas/,Spanish,CAMPUS,,FULLTIME,39.0,EUR,1516
17032,HUMANITIES,Master In History Of The Mediterranean World And Its Regions From Prehistory To The Middle Ages,8.0,https://www.academiccourses.com/Intensive-Spanish-Program-More-Than-Just-Language/Spain/Universidad-de-Alicante-Centro-Superior-de-Idiomas/,Spanish,ONLINE,,FULLTIME,39.0,EUR,1516
17033,HUMANITIES,Master Of Humanistic Education,,,Spanish (Mexican),CAMPUS,,,,,3220
17034,HUMANITIES,Ma In Digital And Public Humanities,24.0,,English,CAMPUS,,FULLTIME,,,877
17035,HUMANITIES,Master In Theology Ministry And Mission,36.0,https://www.naric.org.uk/naric/Individuals/Default.aspx,English,ONLINE,,PARTTIME,1860.0,GBP,3469
17036,HUMANITIES,Ma In History,24.0,,English,CAMPUS,,FULLTIME,15200.0,GBP,51
17037,HUMANITIES,Ma In History,24.0,,English,CAMPUS,,PARTTIME,15200.0,GBP,51
17038,HUMANITIES,Master In History,,,English,CAMPUS,,FULLTIME,,,2505
17039,HUMANITIES,Master Of Arts In Ecology Spirituality And Religion,24.0,,English,CAMPUS,,FULLTIME,1206.0,USD,926
17040,HUMANITIES,Msc Biblical Studies,24.0,,English,CAMPUS,,FULLTIME,10700.0,GBP,3377
17041,HUMANITIES,Msc Biblical Studies,24.0,,English,CAMPUS,,PARTTIME,10700.0,GBP,3377
17042,HUMANITIES,Ma China Language And Economy,16.0,,English,CAMPUS,,FULLTIME,,,2081
17043,HUMANITIES,Ma China Language And Economy,16.0,,Chinese,CAMPUS,,FULLTIME,,,2081
17044,HUMANITIES,Master Of Theology Thm Degree,,,English,ONLINE,,,,,3530
17045,HUMANITIES,Master Of Divinity Program Mdiv,,,English (Canada),CAMPUS,,,,,3495
17046,HUMANITIES,Msc Science And Religion,24.0,,English,CAMPUS,,FULLTIME,10700.0,GBP,3104
17047,HUMANITIES,Msc Science And Religion,24.0,,English,CAMPUS,,PARTTIME,10700.0,GBP,3104
17048,HUMANITIES,Master Of Science In Geographic Information Science,24.0,,English,ONLINE,,FULLTIME,350.0,USD,2425
17049,HUMANITIES,Master In Russian Culture,24.0,,English,CAMPUS,,FULLTIME,339300.0,RUB,1471
17050,HUMANITIES,Master Of Divinity,,,English,,,,,,2301
17051,HUMANITIES,Ma Linguistics Research,24.0,,English,CAMPUS,,FULLTIME,2209.0,EUR,223
17052,HUMANITIES,Mapgdip In Applied Linguistics,24.0,,English,CAMPUS,,FULLTIME,8200.0,GBP,3547
17053,HUMANITIES,Mapgdip In Applied Linguistics,24.0,,English,CAMPUS,,PARTTIME,8200.0,GBP,3547
17054,HUMANITIES,Master Of Practical Theology Concentration In Messianic Jewish Studies,0.0,,English,CAMPUS,,FULLTIME,,,3420
17055,HUMANITIES,Ma Holocaust And Genocide Studies,,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,,,3537
17056,HUMANITIES,Ma Holocaust And Genocide Studies,,,English,CAMPUS,,FULLTIME,,,3537
17057,HUMANITIES,Ma Holocaust And Genocide Studies,,,English,ONLINE,,FULLTIME,,,3537
17058,HUMANITIES,Ma In Global International Comparative History,16.0,,English,CAMPUS,,FULLTIME,2139.0,USD,827
17059,HUMANITIES,Master In Philosophy Of Law And Legal Theory,,,Spanish (Colombia),CAMPUS,,,,,1851
17060,HUMANITIES,Master Of Christian Ministry,0.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,405.0,CAD,3538
17061,HUMANITIES,Master Of Christian Ministry,0.0,,English,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,405.0,CAD,3538
17062,HUMANITIES,Master Of Christian Ministry,0.0,,English,CAMPUS,,FULLTIME,405.0,CAD,3538
17063,HUMANITIES,Master Of Christian Ministry,0.0,,English,CAMPUS,,PARTTIME,405.0,CAD,3538
17064,HUMANITIES,Master Of Christian Ministry,0.0,,English,ONLINE,,FULLTIME,405.0,CAD,3538
17065,HUMANITIES,Master Of Christian Ministry,0.0,,English,ONLINE,,PARTTIME,405.0,CAD,3538
17066,HUMANITIES,Master Of Divinity,,,English,CAMPUS,,,,,2301
17067,HUMANITIES,Ma In History Economics,16.0,,English,CAMPUS,,FULLTIME,,,1805
17068,HUMANITIES,Professional Ma In Healthcare Chaplaincy,,,English,CAMPUS,,FULLTIME,,,2230
17069,HUMANITIES,Mlittpgdippgcert Literature Culture Place,24.0,,English,CAMPUS,,FULLTIME,7150.0,GBP,2540
17070,HUMANITIES,Mlittpgdippgcert Literature Culture Place,24.0,,English,CAMPUS,,PARTTIME,7150.0,GBP,2540
17071,HUMANITIES,Ma In Archaeology Theory And Practice,24.0,,English,CAMPUS,,FULLTIME,,,33
17072,HUMANITIES,Master Of Fine Arts In Creative Writing Mfacw,,,English,,,,,,982
17073,HUMANITIES,Master Of Arts In English Major In Creative Writing,24.0,,English,CAMPUS,,FULLTIME,,,3002
17074,HUMANITIES,University Master In Literary Studies,8.0,https://www.ucm.es/masterenestudiosliterarios,Spanish,CAMPUS,,FULLTIME,45.0,EUR,338
17075,HUMANITIES,University Master In Literary Studies,8.0,https://www.ucm.es/masterenestudiosliterarios,Spanish,CAMPUS,,PARTTIME,45.0,EUR,338
17076,HUMANITIES,Ma In Linguistics Research,24.0,,English,CAMPUS,,FULLTIME,2168.0,EUR,223
17077,HUMANITIES,Ma In Classical And Near Eastern Archaeology,,,English,CAMPUS,,,,,3540
17078,HUMANITIES,Master Of Fine Arts In Creative Writing,,,English,,,,,,982
17079,HUMANITIES,Mres Philosophy,24.0,,,CAMPUS,,FULLTIME,4500.0,GBP,3377
17080,HUMANITIES,Mres Philosophy,24.0,,,CAMPUS,,PARTTIME,4500.0,GBP,3377
17081,HUMANITIES,Master Of Education Teacher Librarianship,,,English,ONLINE,,FULLTIME,22720.0,AUD,2154
17082,HUMANITIES,Master Of Education Teacher Librarianship,,,English,ONLINE,,PARTTIME,22720.0,AUD,2154
17083,HUMANITIES,Ma In Catholic Applied Theology Apologetics,30.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,3500.0,GBP,3413
17084,HUMANITIES,Ma In Catholic Applied Theology Apologetics,30.0,,English,CAMPUS,,FULLTIME,3500.0,GBP,3413
17085,HUMANITIES,Ma In Catholic Applied Theology Apologetics,30.0,,English,ONLINE,,FULLTIME,3500.0,GBP,3413
17086,HUMANITIES,Master Of Science In Library And Information Science Youth Services,24.0,,English,ONLINE,,PARTTIME,,,3470
17087,HUMANITIES,Ma In International Studies,24.0,https://catalog.depaul.edu/programs/international-studies-ma/,English,CAMPUS,,FULLTIME,715.0,USD,1352
17088,HUMANITIES,Ma In Creative Writing,36.0,,English,CAMPUS,,FULLTIME,15800.0,GBP,1000
17089,HUMANITIES,Ma In Creative Writing,36.0,,English,CAMPUS,,PARTTIME,15800.0,GBP,1000
17090,HUMANITIES,Ma In Ethics,24.0,,English,CAMPUS,,PARTTIME,3300.0,EUR,2230
17091,HUMANITIES,Ma In History Global History And International Studies,,,English,CAMPUS,,FULLTIME,1084.0,EUR,461
17092,HUMANITIES,Master Of Marriage And Family Therapy,24.0,,English,CAMPUS,,FULLTIME,,,3197
17093,HUMANITIES,Master Of Marriage And Family Therapy,24.0,,English,ONLINE,,FULLTIME,,,3197
17094,HUMANITIES,Master Of Arts In Modern Languages,0.0,,English,CAMPUS,,FULLTIME,10828.0,USD,82
17095,HUMANITIES,Ma In English Studies For The Professions Maesp,24.0,,English,CAMPUS,,FULLTIME,,,3542
17096,HUMANITIES,Ma In English Studies For The Professions Maesp,24.0,,English,CAMPUS,,PARTTIME,,,3542
17097,HUMANITIES,Ma In Logic And Theory Of Science,24.0,,English,CAMPUS,,FULLTIME,2200.0,EUR,NULL
17098,HUMANITIES,Ma Literary Studies,,,English,CAMPUS,,FULLTIME,2209.0,EUR,461
17099,HUMANITIES,Ma Literary Studies,,,English,CAMPUS,,PARTTIME,2209.0,EUR,461
17100,HUMANITIES,Master In Japanese Literature Program,,,Japanese,CAMPUS,,,,,3196
17101,HUMANITIES,Ma Foreign Language Of Professional Communication Specialised Translation,24.0,,,CAMPUS,,FULLTIME,2300.0,EUR,74
17102,HUMANITIES,Master In International Social System Studies,,,Japanese,CAMPUS,,,,,3349
17103,HUMANITIES,Ma Theology Leadership And Ministry,36.0,,English,CAMPUS,,FULLTIME,,,3543
17104,HUMANITIES,Ma Theology Leadership And Ministry,36.0,,English,CAMPUS,,PARTTIME,,,3543
17105,HUMANITIES,Master Of Western Literature Leuven,,http://www.kuleuven.be/onlineopendays,English,CAMPUS,,FULLTIME,,,148
17106,HUMANITIES,Ma In Professional Writing,,,English,CAMPUS,,FULLTIME,8500.0,GBP,728
17107,HUMANITIES,Ma In History,18.0,,English,ONLINE,,PARTTIME,,,51
